zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,all_county_weights,imprecise,military,timezone
61564,40.4935,-89.6536,South Pekin,IL,Illinois,TRUE,,1077,1451.1,17179,Tazewell,{'17179':100},FALSE,FALSE,America/Chicago
61565,41.0323,-89.51,Sparland,IL,Illinois,TRUE,,1504,8.8,17123,Marshall,"{'17123':96.81,'17143':3.19}",FALSE,FALSE,America/Chicago
61567,40.3581,-89.8966,Topeka,IL,Illinois,TRUE,,624,6.5,17125,Mason,{'17125':100},FALSE,FALSE,America/Chicago
61568,40.5053,-89.4787,Tremont,IL,Illinois,TRUE,,4459,25.6,17179,Tazewell,{'17179':100},FALSE,FALSE,America/Chicago
61569,40.6842,-89.8932,Trivoli,IL,Illinois,TRUE,,1220,12,17143,Peoria,"{'17057':0.57,'17143':99.43}",FALSE,FALSE,America/Chicago
61570,40.9204,-89.3077,Washburn,IL,Illinois,TRUE,,1879,10.9,17203,Woodford,"{'17123':20.86,'17203':79.14}",FALSE,FALSE,America/Chicago
61571,40.7034,-89.4194,Washington,IL,Illinois,TRUE,,23744,161.3,17179,Tazewell,{'17179':100},FALSE,FALSE,America/Chicago
61572,40.8003,-90.0369,Yates City,IL,Illinois,TRUE,,1068,11.6,17095,Knox,{'17095':100},FALSE,FALSE,America/Chicago
61602,40.6747,-89.6075,Peoria,IL,Illinois,TRUE,,1055,267.5,17143,Peoria,{'17143':100},FALSE,FALSE,America/Chicago
61603,40.7133,-89.577,Peoria,IL,Illinois,TRUE,,17600,1584.9,17143,Peoria,{'17143':100},FALSE,FALSE,America/Chicago
61604,40.7057,-89.6536,Peoria,IL,Illinois,TRUE,,31647,774.3,17143,Peoria,{'17143':100},FALSE,FALSE,America/Chicago
61605,40.6766,-89.6334,Peoria,IL,Illinois,TRUE,,16303,1518.7,17143,Peoria,{'17143':100},FALSE,FALSE,America/Chicago
61606,40.6998,-89.6114,Peoria,IL,Illinois,TRUE,,8051,2329.5,17143,Peoria,{'17143':100},FALSE,FALSE,America/Chicago
61607,40.6301,-89.6851,Peoria,IL,Illinois,TRUE,,10941,131.8,17143,Peoria,{'17143':100},FALSE,FALSE,America/Chicago
61610,40.6428,-89.5988,Creve Coeur,IL,Illinois,TRUE,,5476,503.3,17179,Tazewell,{'17179':100},FALSE,FALSE,America/Chicago
61611,40.7105,-89.5356,East Peoria,IL,Illinois,TRUE,,25268,238.2,17179,Tazewell,"{'17179':84.55,'17203':15.45}",FALSE,FALSE,America/Chicago
61614,40.7589,-89.6048,Peoria,IL,Illinois,TRUE,,27628,883.6,17143,Peoria,{'17143':100},FALSE,FALSE,America/Chicago
61615,40.7743,-89.6458,Peoria,IL,Illinois,TRUE,,22432,273.8,17143,Peoria,{'17143':100},FALSE,FALSE,America/Chicago
61616,40.7468,-89.5719,Peoria Heights,IL,Illinois,TRUE,,6116,932.2,17143,Peoria,{'17143':100},FALSE,FALSE,America/Chicago
61625,40.6976,-89.6127,Peoria,IL,Illinois,TRUE,,385,10588,17143,Peoria,{'17143':100},FALSE,FALSE,America/Chicago
61701,40.4767,-88.9931,Bloomington,IL,Illinois,TRUE,,36105,1233.7,17113,McLean,{'17113':100},FALSE,FALSE,America/Chicago
61704,40.4705,-88.9433,Bloomington,IL,Illinois,TRUE,,35981,752.9,17113,McLean,{'17113':100},FALSE,FALSE,America/Chicago
61705,40.4599,-89.0023,Bloomington,IL,Illinois,TRUE,,12263,54.2,17113,McLean,{'17113':100},FALSE,FALSE,America/Chicago
61720,40.5547,-88.5145,Anchor,IL,Illinois,TRUE,,236,3.2,17113,McLean,{'17113':100},FALSE,FALSE,America/Chicago
61721,40.3537,-89.3232,Armington,IL,Illinois,TRUE,,613,6.7,17179,Tazewell,"{'17107':4.24,'17179':95.76}",FALSE,FALSE,America/Chicago
61722,40.419,-88.6321,Arrowsmith,IL,Illinois,TRUE,,549,4.2,17113,McLean,{'17113':100},FALSE,FALSE,America/Chicago
61723,40.2608,-89.2668,Atlanta,IL,Illinois,TRUE,,2321,13.8,17107,Logan,"{'17107':99.05,'17113':0.95}",FALSE,FALSE,America/Chicago
61724,40.3308,-88.527,Bellflower,IL,Illinois,TRUE,,536,5.4,17113,McLean,{'17113':100},FALSE,FALSE,America/Chicago
61725,40.6098,-89.1199,Carlock,IL,Illinois,TRUE,,1547,12.4,17113,McLean,"{'17113':62.18,'17203':37.82}",FALSE,FALSE,America/Chicago
61726,40.7366,-88.6972,Chenoa,IL,Illinois,TRUE,,2544,10.8,17113,McLean,"{'17105':9.04,'17113':90.96}",FALSE,FALSE,America/Chicago
61727,40.1425,-88.9608,Clinton,IL,Illinois,TRUE,,10015,31.4,17039,De Witt,{'17039':100},FALSE,FALSE,America/Chicago
61728,40.5728,-88.6263,Colfax,IL,Illinois,TRUE,,1410,8.3,17113,McLean,{'17113':100},FALSE,FALSE,America/Chicago
61729,40.6307,-89.2236,Congerville,IL,Illinois,TRUE,,1073,22,17203,Woodford,"{'17113':1.21,'17203':98.79}",FALSE,FALSE,America/Chicago
61730,40.5325,-88.7294,Cooksville,IL,Illinois,TRUE,,379,5,17113,McLean,{'17113':100},FALSE,FALSE,America/Chicago
61731,40.6139,-88.4855,Cropsey,IL,Illinois,TRUE,,280,4.9,17053,Ford,"{'17053':9.64,'17105':19.64,'17113':70.71}",FALSE,FALSE,America/Chicago
61732,40.5312,-89.2032,Danvers,IL,Illinois,TRUE,,2096,14.5,17113,McLean,"{'17113':96.28,'17179':3.72}",FALSE,FALSE,America/Chicago
61733,40.6224,-89.3324,Deer Creek,IL,Illinois,TRUE,,1124,20.2,17179,Tazewell,"{'17179':85.85,'17203':14.15}",FALSE,FALSE,America/Chicago
61734,40.3734,-89.5265,Delavan,IL,Illinois,TRUE,,2867,13.4,17179,Tazewell,{'17179':100},FALSE,FALSE,America/Chicago
61735,40.2019,-88.818,Dewitt,IL,Illinois,TRUE,,420,5.2,17039,De Witt,{'17039':100},FALSE,FALSE,America/Chicago
61736,40.4021,-88.8386,Downs,IL,Illinois,TRUE,,1808,19,17113,McLean,{'17113':100},FALSE,FALSE,America/Chicago
61737,40.4585,-88.7396,Ellsworth,IL,Illinois,TRUE,,516,5.8,17113,McLean,{'17113':100},FALSE,FALSE,America/Chicago
61738,40.746,-89.0343,El Paso,IL,Illinois,TRUE,,4212,20.4,17203,Woodford,"{'17113':0.78,'17203':99.22}",FALSE,FALSE,America/Chicago
61739,40.7331,-88.5204,Fairbury,IL,Illinois,TRUE,,4897,19.4,17105,Livingston,"{'17105':99.82,'17113':0.18}",FALSE,FALSE,America/Chicago
61740,40.8843,-88.8616,Flanagan,IL,Illinois,TRUE,,1634,8.6,17105,Livingston,{'17105':100},FALSE,FALSE,America/Chicago
61741,40.7595,-88.4043,Forrest,IL,Illinois,TRUE,,1746,12.1,17105,Livingston,{'17105':100},FALSE,FALSE,America/Chicago
61742,40.6329,-89.2727,Goodfield,IL,Illinois,TRUE,,1144,69.8,17203,Woodford,"{'17179':16.78,'17203':83.22}",FALSE,FALSE,America/Chicago
61743,40.8757,-88.7817,Graymont,IL,Illinois,TRUE,,212,5.4,17105,Livingston,{'17105':100},FALSE,FALSE,America/Chicago
61744,40.7399,-88.8871,Gridley,IL,Illinois,TRUE,,2031,10,17105,Livingston,"{'17105':9.8,'17113':89.22,'17203':0.98}",FALSE,FALSE,America/Chicago
61745,40.3222,-88.9725,Heyworth,IL,Illinois,TRUE,,4408,21.7,17113,McLean,"{'17039':1.79,'17113':98.21}",FALSE,FALSE,America/Chicago
61747,40.4217,-89.4307,Hopedale,IL,Illinois,TRUE,,1560,21.7,17179,Tazewell,{'17179':100},FALSE,FALSE,America/Chicago
61748,40.6167,-88.9912,Hudson,IL,Illinois,TRUE,,2782,27.2,17113,McLean,"{'17113':99.03,'17203':0.97}",FALSE,FALSE,America/Chicago
61749,40.0949,-89.1103,Kenney,IL,Illinois,TRUE,,556,6.6,17039,De Witt,"{'17039':92.09,'17107':4.14,'17115':3.78}",FALSE,FALSE,America/Chicago
61750,40.1236,-88.8596,Lane,IL,Illinois,TRUE,,133,43,17039,De Witt,{'17039':100},FALSE,FALSE,America/Chicago
61751,40.2146,-89.2993,Lawndale,IL,Illinois,TRUE,,124,28.8,17107,Logan,{'17107':100},FALSE,FALSE,America/Chicago
61752,40.3391,-88.7548,Le Roy,IL,Illinois,TRUE,,4339,20.1,17113,McLean,"{'17039':0.92,'17113':99.08}",FALSE,FALSE,America/Chicago
61753,40.6364,-88.7847,Lexington,IL,Illinois,TRUE,,3012,13.7,17113,McLean,{'17113':100},FALSE,FALSE,America/Chicago
61754,40.3303,-89.1692,Mc Lean,IL,Illinois,TRUE,,1261,7.2,17113,McLean,"{'17039':4.52,'17107':2.85,'17113':92.62}",FALSE,FALSE,America/Chicago
61755,40.5279,-89.336,Mackinaw,IL,Illinois,TRUE,,4669,36.8,17179,Tazewell,{'17179':100},FALSE,FALSE,America/Chicago
61756,40.0312,-88.9734,Maroa,IL,Illinois,TRUE,,2337,10.9,17115,Macon,"{'17039':6.25,'17115':93.75}",FALSE,FALSE,America/Chicago
61759,40.4372,-89.3237,Minier,IL,Illinois,TRUE,,1534,17.4,17179,Tazewell,{'17179':100},FALSE,FALSE,America/Chicago
61760,40.8811,-89.0286,Minonk,IL,Illinois,TRUE,,2544,13.4,17203,Woodford,"{'17123':2.2,'17203':97.8}",FALSE,FALSE,America/Chicago
61761,40.5296,-88.9586,Normal,IL,Illinois,TRUE,,52879,480.6,17113,McLean,{'17113':100},FALSE,FALSE,America/Chicago
61764,40.8823,-88.6282,Pontiac,IL,Illinois,TRUE,,14460,34.2,17105,Livingston,{'17105':100},FALSE,FALSE,America/Chicago
61769,40.882,-88.3993,Saunemin,IL,Illinois,TRUE,,619,6.3,17105,Livingston,{'17105':100},FALSE,FALSE,America/Chicago
61770,40.4432,-88.5259,Saybrook,IL,Illinois,TRUE,,1108,6.9,17113,McLean,{'17113':100},FALSE,FALSE,America/Chicago
61771,40.7093,-89.1412,Secor,IL,Illinois,TRUE,,860,14.4,17203,Woodford,{'17203':100},FALSE,FALSE,America/Chicago
61772,40.3812,-89.066,Shirley,IL,Illinois,TRUE,,351,4.9,17113,McLean,{'17113':100},FALSE,FALSE,America/Chicago
61773,40.5718,-88.3832,Sibley,IL,Illinois,TRUE,,477,4.2,17053,Ford,{'17053':100},FALSE,FALSE,America/Chicago
61774,40.4307,-89.204,Stanford,IL,Illinois,TRUE,,962,8.6,17113,McLean,{'17113':100},FALSE,FALSE,America/Chicago
61775,40.6508,-88.3672,Strawn,IL,Illinois,TRUE,,307,3.4,17105,Livingston,{'17105':100},FALSE,FALSE,America/Chicago
61776,40.5694,-88.867,Towanda,IL,Illinois,TRUE,,1409,12.4,17113,McLean,{'17113':100},FALSE,FALSE,America/Chicago
61777,40.2425,-88.9418,Wapella,IL,Illinois,TRUE,,952,9.1,17039,De Witt,{'17039':100},FALSE,FALSE,America/Chicago
61778,40.2329,-89.0911,Waynesville,IL,Illinois,TRUE,,683,8.7,17039,De Witt,{'17039':100},FALSE,FALSE,America/Chicago
61801,40.109,-88.2113,Urbana,IL,Illinois,TRUE,,30937,2232.7,17019,Champaign,{'17019':100},FALSE,FALSE,America/Chicago
61802,40.1256,-88.151,Urbana,IL,Illinois,TRUE,,19052,88.8,17019,Champaign,{'17019':100},FALSE,FALSE,America/Chicago
61810,39.9161,-87.9147,Allerton,IL,Illinois,TRUE,,361,6.8,17183,Vermilion,"{'17019':3.88,'17045':2.22,'17183':93.91}",FALSE,FALSE,America/Chicago
61811,40.2927,-87.6228,Alvin,IL,Illinois,TRUE,,703,9.6,17183,Vermilion,{'17183':100},FALSE,FALSE,America/Chicago
61812,40.2501,-87.8867,Armstrong,IL,Illinois,TRUE,,375,5.4,17183,Vermilion,{'17183':100},FALSE,FALSE,America/Chicago
61813,39.9116,-88.5596,Bement,IL,Illinois,TRUE,,1971,11.7,17147,Piatt,{'17147':100},FALSE,FALSE,America/Chicago
